label,eda
0,
0,
0,
0,0.26595142566847363
0,0.2637258899649479
0,0.26066991769915
0,0.2584111634942435
0,0.2578132564416362
0,0.26010522914792333
0,0.26565248512829254
0,0.27395674686203336
0,0.2838886372466927
0,0.2932226205787447
0,0.3004639162405487
0,0.30531358369192346
0,0.30760558237045565
0,0.30836958192996633
0,0.307771674877359
0,0.3054132651683105
0,0.3020583263900865
0,0.2975408179802736
0,0.2935215611189259
0,0.290365959321231
0,0.28804076811356305
0,0.2875757090942335
0,0.28833970865374425
0,0.2900005558060434
0,0.29239218401647266
0,0.2948170307282825
0,0.2968100369221435
0,0.29860375807996536
0,0.29996566469208347
0,0.30072966425159414
0,0.3011947232709237
0,0.300962193761259
0,0.3004971607141744
0,0.2994010021131019
0,0.2981055325037452
0,0.29681006289438855
0,0.2955145932850319
0,0.29461771971999845
0,0.2935547796203065
0,0.29262471352613745
0,0.29189393246800743
0,0.2914288994209228
0,0.2910302774043546
0,0.29073133686417346
0,0.2902995223184696
0,0.28966839676448164
0,0.2890704897118743
0,0.288472582659267
0,0.2877085830997563
0,0.2868449540083486
0,0.2858816694127987
0,0.28508445135190724
0,0.2845529813020614
0,0.283855418745312
0,0.2835232597037502
0,0.2833571671968468
0,0.28332394869546607
0,0.28372254473978925
0,0.28375573726892495
0,0.2838221742716863
0,0.28358964476202153
0,0.2832907042218404
0,0.2831578561885627
0,0.28255994913595534
0,0.28209491608887083
0,0.2814637905348828
0,0.2808326649808949
0,0.2802347579282875
0,0.2797365063798223
0,0.279337884363254
0,0.27890604384530515
0,0.278507447800982
0,0.27790954074837465
0,0.2776106002081935
0,0.2772120041638703
0,0.2768798191500635
0,0.276614097111263
0,0.27614906406417844
0,0.2757836865212359
0,0.2752854349727707
0,0.27492003145758315
0,0.27445499841049864
0,0.2740896208675561
0,0.27395677283427833
0,0.2741228653411818
0,0.2746211168896471
0,0.27535187197553207
0,0.2761490640641785
0,0.2766805341140244
0,0.2770459116569669
0,0.2770791301583476
0,0.2769794746542055
0,0.2765476601085017
0,0.2761158455627978
0,0.27551793851019046
0,0.27495324995896386
0,0.27452143541325996
0,0.2738570913578913
0,0.2734917138149488
0,0.2731263362720063
0,0.2731595288011419
0,0.2733920583108067
0,0.2743221244049759
0,0.2755511570115711
0,0.277876348219239
0,0.2807330094767528
0,0.2822942270971549
0,0.28329073019408535
0,0.2820616975874901
0,0.2797032878784416
0,0.27757738170681284
0,0.2764147861029789
0,0.2762155010669398
0,0.27674697111678576
0,0.2782749702358072
0,0.27864034777874974
0,0.27797600372338105
0,0.27694628212506983
0,0.2753850645046677
0,0.27435534290635655
0,0.2742889059035952
0,0.2743553169341115
0,0.2742224689008338
0,0.2741228133966918
0,0.27392352836065265
0,0.2737574618259943
0,0.2735581508177102
0,0.2731263362720063
0,0.2728273697595801
0,0.2724287477430119
0,0.27209656272920507
0,0.27189725172092094
0,0.27176437771539824
0,0.2716315037098755
0,0.27226262926386346
0,0.2736909728787429
0,0.2760493825877914
0,0.2788396328147888
0,0.28275926014423947
0,0.2866456430000644
0,0.2898677077727657
0,0.2933554945842675
0,0.2954481562822705
0,0.2987034395563525
0,0.30365276251186935
0,0.3111598061847187
0,0.3210252595666167
0,0.33069142791247563
0,0.3398828495916124
0,0.34711448357826896
0,0.35202092635725757
0,0.3546353704577141
0,0.3547682444632368
0,0.3529745233054149
0,0.3502507100811788
0,0.34905489597596423
0,0.3503503655853209
0,0.3575584687179892
0,0.3692176692299541
0,0.38284044938217227
0,0.3962307259969706
0,0.40570137528231826
0,0.41095348267027926
0,0.4128136408308626
0,0.41228217078101653
0,0.4088940394736569
0,0.40318069098638437
0,0.39587295832181896
0,0.38810016663792407
0,0.3801612824471257
0,0.37341823833378696
0,0.36770491581875947
0,0.3627888113646233
0,0.35866989899913354
0,0.35531496022090947
0,0.35249149149253145
0,0.3501330558112379
0,0.34847220865893874
0,0.34724317605234345
0,0.34627989145679366
0,0.34528338835986316
0,0.34441975926845536
0,0.3431575081604794
0,0.34206134955940687
0,0.34086553545419224
0,0.33986521443724377
0,0.33913064143134075
0,0.3383628239518121
0,0.3377610989791869
0,0.3367977884113921
0,0.33596735184912
0,0.3349376302508088
0,0.33404078265802034
0,0.3328781870541864
0,0.33198133946139796
0,0.33115090289912585
0,0.33015439980219535
0,0.3295897112509688
0,0.32862642665541897
